N,OriginalReviews,PreprocessedReviews,Restaurant,ID,total_length,weight,total_percentage,label,RestaurantType
2031,    المقبلات أروع أنواع الطعام ألاصطاف ودود ومحترم وأصناف الطعام كثيرة ومتنوعة المقبلات فأنها رائعة والدجاج المشوى متاز المكان فهويستحق الزيارة مكان رائع فعلا      ,    المقبل ارع واع طعم ألاصطاف ودد حرم أصناف طعم كثر تنع قبل فأن رئع دجج شوى تاز كان فهويستحق زير كان رئع عل      ,Peking,106,23,18,0.782608695652174,Positive,غربي
2032,    خدمه متازه ذا المطعم متاز يتمتع بخدمه جيده والتعامل متحضر وراقي والاكل مذاق خاص وجميل  والمكان نظيف      ,    خدم تزه ذ طعم تاز متع خدم جيد عمل تحضر ورق والاكل ذاق خاص جمل  كان ظيف      ,Peking,106,17,14,0.823529411764706,Positive,غربي
2033,    رائعين الخدمة بصفة متازة وجميع العاملين بالمطعم يعملون تقديم الخدمه اكمل وجه وبارقي مستوى وجميع الشيفات رائعين      ,    رع الخدمة بصف تاز جمع عمل طعم عمل قدم خدم كمل وجه برق ستى جمع شيف رائعين      ,Peking,106,17,0,0,Neutral,غربي
2034,    خدمه متازه والجو العام كويس الخدمه بصفه عامه جيده والعاملين بالمطعم مستوى الاداء الجيد والشيف الخاص بالحلويات والمعجنات متاز وجابر بالاخص وباقي موظفين المطعم مجتهدين تقديم اعلى خدمه لنزيل      ,    خدم تزه لجو عام كوس الخدمه بصف عمه جيد عمل طعم ستى ادء جيد شيف خاص حلي عجن تاز جبر اخص وبق وظف طعم جهد قدم على خدم زيل      ,Peking,106,29,4,0.137931034482759,Positive,غربي
2035,    كل حاجة وعكسها مطعم النيل مباشرة يعني فيو تحفة النيل مش نضيف أوي مبوظ المنظر برده الفيو حلو وقت العصر المكان يمتلء والمكان ده تيجي بالنهار تلاقيه مطعم عادي النيل تيجيه باليل تلاقيه مختلف طبعا غالي كتير وخصوصا الويك إند يوجد حد أدنى لطلبات مرتفع الآخر بيخلي المكان ده ساحر وليه جو ميز الناس بيتيجي  الذبائن  والظريف أجانب كتير ومفهوش حد بيئة      ,    كل حجة عكس مطعم نيل بشر يعن فيو تحف نيل مش نضف اوي بوظ نظر برد فيو حلو وقت عصر كان ملء كان ده تيج نهر لقه طعم عدي نيل يجه الل لقه خلف طبع غلي كتر خصص ويك اند وجد حد دنى طلب رفع اخر يخل كان ده سحر وله جو ميز ناس يتج  ذبن  ظرف جنب كتر فهش حد ئة      ,Peking,106,62,3,0.0483870967741935,Positive,غربي
2036,    مكان متاز فعلا المكان رائع وموقعه متاز النيل الساحر والخدمه عالية الجوده وخصوصا محمد السيد شاذلى يناديه زملاؤه ترحاب عالى وخدمه سريعه واداء ميز الاكل اروع السلاطات والمقبلات رائعه وأيضا الاطباق الرئيسيه متازة الكفته والشيش طاوك ميزين وايضا العصائر الطبيعيه جيده المكان باليل جوه خلاب هواء طبيعى ضفاف النيل الساحر ونسيم عليل جو متكامل لوجبه متعه      ,    مك تاز فعل لم رئع وقع تاز نيل سحر خدم علي جود خصص حمد سيد شاذلى يند زملاؤ رحب على خدم سرع ادء ميز اكل ارع سلط قبل رئع وأض طبق رئس تاز كفت شيش طوك ميز ويض عصر طبع جيد كان الل جوه خلب هوء طبيعى ضفف نيل سحر نسم علل جو كامل وجب عه      ,Peking,106,56,25,0.446428571428571,Positive,غربي
2037,    صبايا لعشاق الهدوء والتميز مطعم المطاعم الراقية والميزة الطعام والجو العام والخدمة الودودة والمريحه الاماكن احب الاستمتاع بالاكل وارشحها لكل ذوق ميز ويعشق الهدوء والتميز      ,    صب عشق هدء تمز مطعم طعم رقي يزة طعم لجو عام خدم ودد ريح اما احب ماع اكل رشح لكل ذوق ميز عشق هدء يز      ,Peking,106,25,12,0.48,Positive,غربي
2038,    مطعم الوصف بجد بجد مرة مطعم يعجبنى كدة ومش قادرة اقولكوا الاكل تحفة انا انبهرت بخدماتة ورقى المكان      ,    مطعم وصف بجد بجد مرة طعم عجبنى كدة ومش قدر اقل اكل تحف انا بهر خدم رقى مكان      ,Peking,106,18,0,0,Neutral,غربي
2039,    البيت البناني آلاصيل افضل مطعم لبناني مصر لخدمات المتازه يقدمونه وجبات ميزه بأسعار مناسبه وخدمه واداء ميز      ,    لب بنا اصل افضل طعم لبن مصر خدم تزه قدمو وجب يزه أسعار نسب خدم ادء ميز      ,Peking,106,17,3,0.176470588235294,Positive,غربي
2040,    أصل الكشرى كل اكون وسط البلد فترة الغدا لازم اعدى اصل الكشرى مصر فرع بس بدأ بعربية يد وربنا فتح وفتح محل عمارة وبعد كده اخد العمارة كلها وعنده نظم بيتغيرش الحساب الأكل هاتزود حاجه الطلب الأصلى  جودة الأكل دايما عاليه ويمكن ده سب تميزه المحل كويس سواء الخدمة الديكورات      ,    أصل كشرى كل اكن وسط بلد فتر غدا لزم عدى اصل كشرى صر فرع س بدأ عرب يد ورب فتح فتح محل عمر بعد كده اخد عمر كلها عند نظم بيتغيرش حسب اكل هاتزود حجه طلب صلى  جود اكل داي علي ويم ده سب ميزه محل كوس سوء خدم ديكورات      ,Peking,106,50,-6,-0.12,Negative,غربي
2041,    مقهى نجيب محفوظ يقع مقهى نجيب محفوظ وسط منطقة الحسين الشهيرة بمقاهيها ومحلاتها الشعبية الكثيرة تفتح طوال اليل والنهار تميز بتوفر العديد البضائع تحف وملابس ولعابها وأواني وغيرها  المقهى المباني التقليدية القديمة ويقدم القهوة والشاي وحلوى ام الشهيرة مصر  مطعم تابع يقدم الاكل الجيد  مدخل المقهى يجلس عازف العود يضرب اوتاره حضور مجموعة السواح يسمتعون لتواجدهم الجو المصري      ,    مقهى نجب حفظ يقع قهى نجب حفظ وسط نطق حسن شهر بمق محل شعب كثر فتح طول الل نهر تمز وفر عدد بضع تحف لبس لعب وأا وغر  قهى مبا قلد قدم قدم قهة شاي حلى ام شهر مصر  طعم تبع قدم اكل جيد  دخل قهى جلس عزف عود ضرب وار حضر جمع سوح متع وجد لجو مصري      ,Peking,106,58,7,0.120689655172414,Positive,غربي
2042,    جو ملوش حل الجو جامد  الناس حلوة المكان ليه ريحة جميلة  الأكل تحفة  مكان لازم تزوره      ,    جو لوش حل الجو جمد  ناس حلة كان ليه ريح جمل  اكل تحف  كان لزم زوره      ,Peking,106,16,12,0.75,Positive,غربي
2043,    مطعم ديكور خدمة متازة مطعم ايطالى تحفة الفراخ انا حبتها اكتر الحوم رغم اسم المطعم  كمان السلطات رهيبة سلطة الشيف  ديكور المكان الخدمة متازة  بيكون زحمة شوية الاجازات باليلو اسعاره معقولة خلى بالكم انكم مكن تطلبوا الطبق الرئيسى حجمين كبير عادى وجود اطفال      ,    مطعم ديكور خدم تاز مطعم طلى حفة فرخ انا حبت كتر حوم رغم اسم طعم  كمن سلط رهب سلط شيف  ديكور كان خدم تاز  بيك زحم شوة اجز و سعر عقل خلى بال نكم مكن طلب طبق رئيسى حجم كبر عدى وجد اطفال      ,Peking,106,43,2,0.0465116279069767,Positive,غربي
2044,    جميل مكان جميل العروض الرائعة والالعاب لاطفال مكان متكامل بالنسبة لاكل جيد وانصح بزيارته لعائلة      ,    جميل م جمل عرض رئع لعب طفل كان كامل نسب لكل جيد نصح زير لعائلة      ,Peking,106,15,19,1.26666666666667,Positive,غربي
2045,    يمكن أحسن المطعم مجمله جيد يقدم أطباق السلطة الضخمة والستيك الذيذ ولكنه يجيد عمل الفاهيتا اطلاقااطباق السى فود جيدة ايضا      ,    يم احس المطعم جمل جيد قدم طبق سلط ضخم ستك ذيذ ولك يجد عمل فهي اطلاقااطباق لسى فود جيد ض      ,Peking,106,20,12,0.6,Positive,غربي
2046,    الخيال شدني كلام الكثير المطعم فا اصريت اذهب وجت المطعم الخيال  تسالنى لماذه  لان يعمل يعرف يصنع الطعام بدون اى خط شياء ام الاشياء الاخره حصر واولها مدير المطعم حسن الاستقبال والوجه المبتسم والاخلاق العاليه فاشكره لهاذه ام الشيف الهندى اعرف اسمه فاشكره صنع يديه جودت الطعم واشكره لحضوره بنفسه لاخذ رايى الاستسفار الطعم واشكر قدم لى الطعام بسرعه وبدون تاخير وبمنتها الطف والمساعده مكونات الطعام واخرا اشكركم جميعا حسن الخدمه والاستقبال      ,    الخيال شد كلم كثر طعم فا اصر ذهب وجت طعم خيل  لنى لمذ  لان عمل عرف صنع طعم بدن اى خط شيء ام شيء اخر حصر وول دير طعم حسن قبل وجه بسم خلق علي شكر لهذ ام شيف هندى عرف اسم شكر صنع يده جود طعم شكر حضر نفس لخذ ريى سفر طعم شكر قدم لى طعم سرع وبد اخر وبم لطف سعد كون طعم خر شكر جمع حسن خدم استقبال      ,Peking,106,72,31,0.430555555555556,Positive,غربي
